1.125723125866440810e+01 -2.257231258664408102e+00
1.125875976040738813e+01 -2.255259760407387404e+00
1.126028993745713436e+01 -2.253289937457134684e+00
1.126182179861262611e+01 -2.251321798612625713e+00
1.126335535271605615e+01 -2.249355352716056800e+00
1.126489060865303493e+01 -2.247390608653034860e+00
1.126642757535277184e+01 -2.245427575352771044e+00
1.126796626178828298e+01 -2.243466261788283234e+00
1.126950667697657948e+01 -2.241506676976579016e+00
1.127104882997887003e+01 -2.239548829978870614e+00
1.127259272990075800e+01 -2.237592729900757860e+00
1.127413838589242623e+01 -2.235638385892425362e+00
1.127568580714886259e+01 -2.233685807148862779e+00
1.127723500291003766e+01 -2.231735002910037124e+00
1.127878598246111608e+01 -2.229785982461116589e+00
1.128033875513265372e+01 -2.227838755132653503e+00
1.128189333030080377e+01 -2.225893330300804607e+00
1.128344971738752101e+01 -2.223949717387521119e+00
1.128500792586075718e+01 -2.222007925860756572e+00
1.128656796523467953e+01 -2.220067965234679974e+00
1.128812984506986439e+01 -2.218129845069864103e+00
1.128969357497350678e+01 -2.216193574973507552e+00
1.129125916459963364e+01 -2.214259164599633678e+00
1.129282662364930800e+01 -2.212326623649307322e+00
1.129439596187083694e+01 -2.210395961870837311e+00
1.129596718905998110e+01 -2.208467189059980740e+00
1.129754031506016609e+01 -2.206540315060166790e+00
1.129911534976269749e+01 -2.204615349762697463e+00
1.130069230310697037e+01 -2.202692303106969618e+00
1.130227118508067186e+01 -2.200771185080672154e+00
1.130385200572002447e+01 -2.198852005720024039e+00
1.130543477510996375e+01 -2.196934775109964377e+00
1.130701950338438166e+01 -2.195019503384381565e+00
1.130860620072633260e+01 -2.193106200726331778e+00
1.131019487736824836e+01 -2.191194877368248584e+00
1.131178554359216371e+01 -2.189285543592163208e+00
1.131337820972992603e+01 -2.187378209729926581e+00
1.131497288616342800e+01 -2.185472886163427830e+00
1.131656958332481366e+01 -2.183569583324814545e+00
1.131816831169671467e+01 -2.181668311696714824e+00
1.131976908181245811e+01 -2.179769081812457543e+00
1.132137190425629925e+01 -2.177871904256299729e+00
1.132297678966364884e+01 -2.175976789663648603e+00
1.132458374872128992e+01 -2.174083748721290732e+00
1.132619279216760333e+01 -2.172192792167603415e+00
1.132780393079280579e+01 -2.170303930792805147e+00
1.132941717543916305e+01 -2.168417175439163458e+00
1.133103253700123503e+01 -2.166532537001234715e+00
1.133265002642608366e+01 -2.164650026426084395e+00
1.133426965471353043e+01 -2.162769654713530443e+00
1.133589143291635715e+01 -2.160891432916356436e+00
1.133751537214056881e+01 -2.159015372140569156e+00
1.133914148354560325e+01 -2.157141483545602867e+00
1.134076977834457622e+01 -2.155269778344576892e+00
1.134240026780451593e+01 -2.153400267804515877e+00
1.134403296324659749e+01 -2.151532963246596708e+00
1.134566787604637561e+01 -2.149667876046375881e+00
1.134730501763402977e+01 -2.147805017634029312e+00
1.134894439949459510e+01 -2.145944399494595700e+00
1.135058603316821468e+01 -2.144086033168214556e+00
1.135222993025036153e+01 -2.142229930250360681e+00
1.135387610239209444e+01 -2.140376102392094637e+00
1.135552456130029597e+01 -2.138524561300295446e+00
1.135717531873791586e+01 -2.136675318737916385e+00
1.135882838652421256e+01 -2.134828386524212362e+00
1.136048377653500552e+01 -2.132983776535006371e+00
1.136214150070290962e+01 -2.131141500702909752e+00
1.136380157101759814e+01 -2.129301571017597539e+00
1.136546399952603359e+01 -2.127463999526034044e+00
1.136712879833272716e+01 -2.125628798332726888e+00
1.136879597959999089e+01 -2.123795979599991668e+00
1.137046555554818106e+01 -2.121965555548181115e+00
1.137213753845595221e+01 -2.120137538455951542e+00
1.137381194066051293e+01 -2.118311940660513315e+00
1.137548877455787810e+01 -2.116488774557877761e+00
1.137716805260311936e+01 -2.114668052603120074e+00
1.137884978731063335e+01 -2.112849787310633332e+00
1.138053399125437970e+01 -2.111033991254378961e+00
1.138222067706815466e+01 -2.109220677068154970e+00
1.138390985744584682e+01 -2.107409857445846413e+00
1.138560154514168765e+01 -2.105601545141688291e+00
1.138729575297052676e+01 -2.103795752970526678e+00
1.138899249380807888e+01 -2.101992493808078066e+00
1.139069178059119736e+01 -2.100191780591197599e+00
1.139239362631813357e+01 -2.098393626318133087e+00
1.139409804404879978e+01 -2.096598044048800347e+00
1.139580504690504448e+01 -2.094805046905044321e+00
1.139751464807090287e+01 -2.093014648070901984e+00
1.139922686079287750e+01 -2.091226860792877673e+00
1.140094169838020655e+01 -2.089441698380205992e+00
1.140265917420512842e+01 -2.087659174205128920e+00
1.140437930170315539e+01 -2.085879301703155164e+00
1.140610209437334177e+01 -2.084102094373342595e+00
1.140782756577856638e+01 -2.082327565778566481e+00
1.140955572954579722e+01 -2.080555729545796595e+00
1.141128659936636502e+01 -2.078786599366365451e+00
1.141302018899625281e+01 -2.077020188996252514e+00
1.141475651225635879e+01 -2.075256512256359542e+00
1.141649558303278233e+01 -2.073495583032782363e+00
1.141823741527710112e+01 -2.071737415277100425e+00
1.141998202300664822e+01 -2.069982023006648575e+00
1.142172942030480165e+01 -2.068229420304801280e+00
1.142347962132125971e+01 -2.066479621321260396e+00
1.142523264027232699e+01 -2.064732640272326947e+00
1.142698849144120032e+01 -2.062988491441199557e+00
1.142874718917824950e+01 -2.061247189178249783e+00
1.143050874790131211e+01 -2.059508747901311665e+00
1.143227318209597421e+01 -2.057773182095974818e+00
1.143404050631586522e+01 -2.056040506315865102e+00
1.143581073518294211e+01 -2.054310735182941272e+00
1.143758388338778609e+01 -2.052583883387786301e+00
1.143935996568989211e+01 -2.050859965689891595e+00
1.144113899691795844e+01 -2.049138996917958977e+00
1.144292099197019574e+01 -2.047420991970195558e+00
1.144470596581460065e+01 -2.045705965814599736e+00
1.144649393348927013e+01 -2.043993933489270276e+00
1.144828491010269467e+01 -2.042284910102694084e+00
1.145007891083405660e+01 -2.040578910834057069e+00
1.145187595093352684e+01 -2.038875950933526582e+00
1.145367604572257214e+01 -2.037176045722572937e+00
1.145547921059425356e+01 -2.035479210594253630e+00
1.145728546101353373e+01 -2.033785461013533080e+00
1.145909481251757533e+01 -2.032094812517575733e+00
1.146090728071605724e+01 -2.030407280716056917e+00
1.146272288129146766e+01 -2.028722881291468383e+00
1.146454162999942561e+01 -2.027041629999425609e+00
1.146636354266898294e+01 -2.025363542668982220e+00
1.146818863520293519e+01 -2.023688635202935515e+00
1.147001692357814129e+01 -2.022016923578140890e+00
1.147184842384582204e+01 -2.020348423845822694e+00
1.147368315213188872e+01 -2.018683152131888647e+00
1.147552112463725038e+01 -2.017021124637249585e+00
1.147736235763812473e+01 -2.015362357638124990e+00
1.147920686748637920e+01 -2.013706867486378727e+00
1.148105467060981510e+01 -2.012054670609815687e+00
1.148290578351251945e+01 -2.010405783512519307e+00
1.148476022277516861e+01 -2.008760222775167747e+00
1.148661800505535524e+01 -2.007118005055355425e+00
1.148847914708791151e+01 -2.005479147087910974e+00
1.149034366568523957e+01 -2.003843665685240083e+00
1.149221157773762414e+01 -2.002211577737623927e+00
1.149408290021357892e+01 -2.000582900213579762e+00
