11.50   -2.01   0.25    0.24
11.75   -1.85   0.26    0.23
12.00   -1.77   0.26    0.23
12.25   -1.77   0.25    0.23
12.50   -1.81   0.24    0.24
12.75   -1.89   0.23    0.26
13.00   -1.99   0.22    0.27
13.25   -2.11   0.21    0.28
13.50   -2.25   0.21    0.29
13.75   -2.39   0.21    0.30
14.00   -2.55   0.22    0.30
